Year,TOR event location types,Location: Residence,"Location: Street, highway, motorway",Location: Outdoor public area,Location: Police premises,Location: Police vehicle,Location: Commercial Property,Location: Non-Police vehicle,Location: Gang premises,Location: Other,Subject Known,Age Group,Subject Gender,Ethnicity recode,RF: History of carrying weapons,RF: History of violence against police,RF: History of violence against non-police,RF: Alcohol,RF: Drugs,RF: 1M,RF: Distressed (Not 1M),RF: Suicidal,RF: Excited Delirium,RF: Medical,RF: Other,Subject Armed,RECODE: Subject Armed,RECODE: Subject Weapon,Tactics Used,Overall Behaviour - Threaten Police,Overall Behaviour - Threaten Non-Police,Overall Behaviour - Violence Towards Police,Overall Behaviour - Violence Towards Non-Police,Overall Behaviour - Weapon Used Against Police,Overall Behaviour - Spit blood/saliva at Police,Overall Behaviour - Other,Communication Usage count,Communication: PCA,Communication: Tactic Location Type,Communication: Tactic Effect,HC-Restraints: Usage Count,HC: Not reportable,HCwP&R Usage Count,Spithood Usage Count,HC-Restraints 1: PCA,HC-Restraints 1: Handcuff Type,HC-Restraints 1: Technique,Recode HC-R 1 type,HC-Restraints 1: Tactic Location Type,HC-Restraints 1: Tactic Effect,HC-Restraints 2: PCA,HC-Restraints 2: HandcuffType,HC-Restraints 2: Technique,Recode HC-R 2 type,HC-Restraints 2: Tactic Location Type,HC-Restraints 2: Tactic Effect,HC-Restraints 3: PCA,HC-Restraints 3: HandcuffType,HC-Restraints 3: Technique,Recode HC-R 3 type,HC-Restraints 3: Tactic Location Type,HC-Restraints 3: Tactic Effect,OC Spray: Usage Count,OC Spray 1: PCA,OC Spray 1: Spray Duration,OC Spray 1: Body Location,OC Spray 1: Tactic Location Type,OC Spray 1: Environmental Conditions,OC Spray 1: Tactic Effect,OC Spray 2: PCA,OC Spray 2: Spray Duration,OC Spray 2: Body Location,OC Spray 2: Tactic Location Type,OC Spray 2: Environmental Conditions,OC Spray 2: Tactic Effect,OC Spray 3: PCA,OC Spray 3: Spray Duration,OC Spray 3: Body Location,OC Spray 3: Tactic Location Type,OC Spray 3: Environmental Conditions,OC Spray 3: Tactic Effect,Empty Hand: Usage Count,Empty Hand 1: PCA,Empty Hand 1: Tactic Location Type,Empty Hand 1: Tactic Effect,Empty Hand 2: PCA,Empty Hand 2: Tactic Location Type,Empty Hand 2: Tactic Effect,Empty Hand 3: PCA,Empty Hand 3: Tactic Location Type,Empty Hand 3: Tactic Effect,Baton: Usage Count,Baton 1: PCA,Baton 1: Type,Baton 1: Method,Baton 1: Strikes,Baton 1: Tactic Location Type,Baton 1: Tactic Effect,Dog: Usage Count,Dog 1: PCA,Dog 1: Subject Bitten,Dog 1: Tactic Location Type,Dog 1: Tactic Effect,Dog 2: PCA,Dog 2: Subject Bitten,Dog 2: Tactic Location Type,Dog 2: Tactic Effect,Taser: Usage Count,TASER Deployments,Show or Discharge?,Presentation,Laser painting,Arcing,No of Discharge w Probes,No of Contact Stuns,Highest Deployment mode,Total Cycles,Taser 1: PCA,Taser 1: Type,Taser 1: Deployment Method,Taser 1: Number of dischagres with probes,Taser 1: Number of contact stuns,Taser 1: Num of 5 second cycles,Taser 1: Body Location,Taser 1: Activation Duration,Taser 1: Tactic Location Type,Taser 1: Environmental Conditions,Taser 1: Subject Restrained?,Taser 1: Tactic Effect,Taser 2: PCA,Taser 2: Type,Taser 2: Deployment Method,Taser 2: Number of dischagres with probes,Taser 2: Number of contact stuns,Taser 2: Num of 5 second cycles,Taser 2: Body Location,Taser 2: Activation Duration,Taser 2: Tactic Location Type,Taser 2: Environmental Conditions,Taser 2: Subject Restrained?,Taser 2: Tactic Effect,Taser 3: PCA,Taser 3: Type,Taser 3: Deployment Method,Taser 3: Number of dischagres with probes,Taser 3: Number of contact stuns,Taser 3: Num of 5 second cycles,Taser 3: Body Location,Taser 3: Activation Duration,Taser 3: Tactic Location Type,Taser 3: Environmental Conditions,Taser 3: Subject Restrained?,Taser 3: Tactic Effect,Firearm: Usage Count,All Firearm deployments,Highest Firerm Deployment,Firearm 1: PCA,Firearm 1: Firearm Type,Firearm 1: Deployment Method,Firearm 1: Num Shots Fired,Firearm 1: Body Location,Firearm 1: Tactic Location Type,Firearm 1: Capable of Threat,Firearm 1: Tactic Effect,Firearm 2: PCA,Firearm 2: Firearm Type,Firearm 2: Deployment Method,Firearm 2: Num Shots Fired,Firearm 2: Body Location,Firearm 2: Tactic Location Type,Firearm 2: Capable of Threat,Firearm 2: Tactic Effect,Other: Usage Count,Other 1: Tactic,Other 1: PCA,Other 1: Tactic Location Type,Other 1: Tactic Effect,Recode: Incident Type,Total Subject Injuries,Subject Injury 1: Cause,Subject Injury 1: Site,Subject Injury 1: Type,Subject Injury 1: Treatment Required,Subject Injury 1: Treatment Received,Subject Injury 2: Cause,Subject Injury 2: Site,Subject Injury 2: Type,Subject Injury 2: Treatment Required,Subject Injury 2: Treatment Received,Subject Injury 3: Cause,Subject Injury 3: Site,Subject Injury 3: Type,Subject Injury 3: Treatment Required,Subject Injury 3: Treatment Received,Staff Injury,Staff Injury: Area(s),Staff Injury: Outcome,Staff Injury: Cause,Staff Injury By Subject: Behaviour,All PCAs,Highest PCA,Charge Categories,1000,2000,3000,4000,5000,6000,A-W Traffic,Total Charge Categories
2018,OtherOther,,,,,,,,,1,Yes,17-20,Male,European,,,,,,,,,,,,No Weapon,No,,"Communication
Dog
",,,,,,,1,1,Active Resistant,Other,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,Other,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2w - arrest warrant (other),1,Dog,RLeg-front,Bite (animal),At Scene,At Scene,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,"1500, 3100, 4100, 4200, 4300, 4400",1,0,1,4,0,0,0,6
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,21-30,Male,European,,,,,1,,,,,,1,No Weapon,No,,"Communication
Dog
",,,,,,,1,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4u - arrest and follow up,1,Dog,"RThigh-front
LThigh-back",Bite (animal),Medical,Hospital,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,5100,0,0,0,0,1,0,0,1
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Māori,,,,,,1,1,,,,,Had Weapon but Not Used,Yes,Vehicle,"Communication
Taser
",,,1,,,,1,1,Active Resistant,Street/Highway/Motorway,Delayed and not sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Active Resistant,X26 with camera,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,"Good visibility
Dry ground
Static obstacles
Moving obstacles",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,"1200, 1500, A-W Traffic Offences",2,0,0,0,0,0,1,3
2018,Residence,1,,,,,,,,,Yes,21-30,Male,Māori,,,,,,,,,,,,No Weapon,No,,"Taser
",,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,GBH,X26 with camera,Laser Painting,-,-,-,-,-,Residence,Good visibility,No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,GBH,GBH,1400,1,0,0,0,0,0,0,1
2018,"Residence
OtherResidence
Other",1,,,,,,,,1,Yes,41-50,Male,Māori,,1,1,1,,,,,,,,No Weapon,No,,"Communication
Taser
",1,,1,,,,,1,Active Resistant,"Residence
Other",Opposite effect of that intended,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Discharge  ,Discharge,No,No,No,1,0,Discharge with probes,1,Assaultive,X2,Discharge,1,0,1,"Abdomen, Abdomen",5,"Residence
Other","Good visibility
Dry ground
Calm
Static obstacles",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1n - noise complaint,0,,,,,,,,,,,,,,,,,,,,,Active ResistantAssaultive,Assaultive,"1500, 3500",1,0,1,0,0,0,0,2
2018,"ResidenceResidencePolice Car
ResidencePolice Car
ResidenceResidence",1,,,,1,,,,,Yes,17-20,Male,European,,,,,,1,,,,,,Had Weapon and Believed,Yes,Cutting/stabbing weapon,"Empty Hand
Taser
Handcuffs-Restraints
Handcuffs-Restraints
Communication
",1,,1,,1,1,,1,Active Resistant,Residence,Nil,2,,1,1,Assaultive,Spitting hood,without pain compliance,Spitting hood,Residence,Immediate and sufficient,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,"Police Car
Residence",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,1,Passive Resistant,"Police Car
Residence",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X2,Laser Painting,-,-,-,-,-,Residence,Good visibility,No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1m - mental health incident,0,,,,,,,,,,,,,,,,Yes,"Face
Neck-front",Medical,Subject,Spit blood/Saliva at Police,Active ResistantAssaultiveAssaultivePassive ResistantAssaultive,Assaultive,"1500, 1600",2,0,0,0,0,0,0,2
2018,Outdoor public areaOutdoor public areaOutdoor public area,,,1,,,,,,,Yes,21-30,Male,Māori,,,,1,,,,,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
Empty Hand
",,,1,,,,1,1,Active Resistant,Outdoor public area,Opposite effect of that intended,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Outdoor public area,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Active ResistantActive ResistantAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,21-30,Male,Māori,1,,,1,1,,,,,,,No Weapon,No,,"Communication
Dog
",,,,,,,1,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,1,Dog,"RShldr-back
RArm-back
UpperBack",Bite (animal),Medical,Medical,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,"4200, A-W Traffic Offences",0,0,0,1,0,0,1,2
2018,Outdoor public areaOutdoor public areaOutdoor public area,,,1,,,,,,,Yes,21-30,Male,European,,,,1,,,1,,,,,No Weapon,No,,"Communication
OC Spray
Handcuffs-Restraints
",1,,,1,,,,1,Assaultive,Outdoor public area,Nil,1,Y,,0,Passive Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,1,"Forehead, LEyeBrow, REyeBrow, LEye, REye",Outdoor public area,"Poor visibility
Wet ground
Calm",Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,AssaultivePassive ResistantAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,31-40,Male,Māori,,,,1,,,,,,,,No Weapon,No,,"Communication
OC Spray
",,,,,,,1,1,Active Resistant,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Active Resistant,3,"LEyeBrow, REyeBrow, LEye, REye, REar",Street/Highway/Motorway,"Good visibility
Wet ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,3500,0,0,1,0,0,0,0,1
2018,"Outdoor public area
Street/Highway/MotorwayResidence",1,1,1,,,,,,,Yes,41-50,Female,European,,,,,,,1,,,,,No Weapon,No,,"Communication
OC Spray
",,,1,,,,,1,Active Resistant,"Outdoor public area
Street/Highway/Motorway",Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,1,Forehead,Residence,"Good visibility
Windy",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,Yes,"RShldr-front
RHand-front
RLeg-front
Neck-front",Medical,Subject,Wrestle/Headlock Police,Active ResistantAssaultive,Assaultive,3500,0,0,1,0,0,0,0,1
2018,ResidenceResidence,1,,,,,,,,,Yes,31-40,Male,Māori,1,1,1,,1,,,,,1,,No Weapon,No,,"Communication
Dog
",,,,,,,1,1,Active Resistant,Residence,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,1,Dog,LLeg-back,Bite (animal),Medical,Medical,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,"6800, A-W Traffic Offences",0,0,0,0,0,1,1,2
2018,"Outdoor public area
ResidenceOutdoor public area
Residence
Street/Highway/MotorwayOutdoor public area
Residence
Street/Highway/MotorwayOutdoor public area
Residence
Street/Highway/MotorwayOutdoor public area
Street/Highway/Motorway",1,1,1,,,,,,,Yes,21-30,Male,European,,,,1,1,,,,1,,,No Weapon,No,,"Communication
Taser
Empty Hand
Taser
OC Spray
",1,,1,,,,,1,Assaultive,"Outdoor public area
Residence",Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,2,"Forehead, LEyeBrow, REyeBrow, LEye, REye","Outdoor public area
Residence
Street/Highway/Motorway","Poor visibility
Dry ground
Windy",Immediate and sufficient,,,,,,,,,,,,,1,GBH,"Outdoor public area
Residence
Street/Highway/Motorway",Nil,,,,,,,,,,,,,,,,,,,,,,,2,Presented Discharge ,Discharge,Yes,No,No,2,0,Discharge with probes,2,Assaultive,X26 with camera,Presented,-,-,-,-,-,"Outdoor public area
Residence
Street/Highway/Motorway","Poor visibility
Dry ground
Windy",No,Nil,GBH,X26 with camera,Discharge,2,0,2,"Chest, Chest, Abdomen",10,"Outdoor public area
Street/Highway/Motorway","Poor visibility
Dry ground
Windy",No,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,Yes,"RShldr-front
RHand-front
RLeg-front
Neck-front",Medical,Subject,Wrestle/Headlock Police,AssaultiveAssaultiveGBHAssaultiveGBH,GBH,"1500, 3500",1,0,1,0,0,0,0,2
2018,ResidenceResidenceResidence,1,,,,,,,,,Yes,31-40,Male,Māori,,,,1,,,,,,,,No Weapon,No,,"Communication
Taser
OC Spray
",1,,1,1,1,,1,1,Passive Resistant,Residence,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,5,"Hair, Forehead, LEyeBrow, REyeBrow, LEye, REye, LEar, REar, LCheek, RCheek, Nose, Lips, Chin",Residence,"Wet ground
Rain, Snow, Sleet
Static obstacles
Moving obstacles
Potential cross-fire/contamination",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X2,Laser Painting,-,-,-,-,-,Residence,"Poor visibility
Static obstacles
Moving obstacles",No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantAssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Police Interview roomPolice CellPolice CellPolice Cell,,,,1,,,,,,Yes,21-30,Male,Māori,,,,,1,,,,,,,No Weapon,No,,"Communication
Empty Hand
OC Spray
Handcuffs-Restraints
",1,,,,,,,1,Assaultive,Police Interview room,Nil,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Police Cell,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,1,"LEye, REye",Police Cell,"Good visibility
Dry ground
Calm",Immediate but not sufficient,,,,,,,,,,,,,1,Assaultive,Police Cell,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1k - drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveActive ResistantAssaultiveAssaultive,Assaultive,7900,0,0,0,0,0,0,0,0
2018,ResidenceResidenceResidence,1,,,,,,,,,Yes,61+,Male,European,,,,,,1,,,,,,Had Weapon and Believed,Yes,Bludgeoning weapon,"Communication
OC Spray
Handcuffs-Restraints
",,,1,,1,,1,1,Active Resistant,Residence,Nil,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Residence,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,1,"Hair, Miss",Residence,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1m - mental health incident,0,,,,,,,,,,,,,,,,,,,,,Active ResistantActive ResistantAssaultive,Assaultive,"1600, 1700, 3500",2,0,1,0,0,0,0,3
2018,Police CarPolice Car,,,,,1,,,,,Yes,41-50,Male,Pacific peoples,,,,1,,,,,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
",,,,,,1,,1,Assaultive,Police Car,Immediate but not sufficient,1,,1,1,Assaultive,Spit Hood,,Spit Hood,Police Car,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,3500,0,0,1,0,0,0,0,1
2018,Police VanOutdoor public areaPolice VanPolice Van,,,1,,1,,,,,Yes,21-30,Male,European,,,,1,1,,,,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
Empty Hand
OC Spray
",1,,1,,,,,1,Assaultive,Police Van,Nil,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Immediate but not sufficient,,,,,,,,,,,,,1,Assaultive,1,"Hair, Forehead, LEyeBrow, LEye",Police Van,"Good visibility
Dry ground
Calm
Static obstacles",Delayed but sufficient,,,,,,,,,,,,,1,Assaultive,Police Van,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,Yes,RHand-front,Self,Subject,Kick Police,AssaultiveActive ResistantAssaultiveAssaultive,Assaultive,"1600, 1700",2,0,0,0,0,0,0,2
2018,ResidenceResidenceResidenceResidence,1,,,,,,,,,Yes,31-40,Male,Pacific peoples,,,,1,,,,,,,,No Weapon,No,,"Communication
OC Spray
Empty Hand
Handcuffs-Restraints
",1,,1,,,1,,1,Passive Resistant,Residence,Nil,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Residence,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,2,"Forehead, LEyeBrow, REyeBrow, LEye, REye",Residence,"Good visibility
Dry ground
Static obstacles",Nil,,,,,,,,,,,,,1,Assaultive,Residence,Delayed and not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d - bail breach,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantAssaultiveAssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,ResidenceResidenceResidenceResidence,1,,,,,,,,,Yes,31-40,Male,Pacific peoples,,,,1,,,,,,,,No Weapon,No,,"Communication
Empty Hand
OC Spray
Handcuffs-Restraints
",1,1,1,,,,,1,Passive Resistant,Residence,Nil,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Residence,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,2,"LEyeBrow, REyeBrow, LEye, REye",Residence,"Good visibility
Dry ground
Static obstacles",Delayed and not sufficient,,,,,,,,,,,,,1,Assaultive,Residence,Delayed and not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d - bail breach,0,,,,,,,,,,,,,,,,Yes,"RArm-front
LArm-front
RHand-front
RThigh-front
Face",Nil,Subject,Punch/Strike Police,Passive ResistantAssaultiveAssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Outdoor public areaOutdoor public areaOutdoor public area,,,1,,,,,,,Yes,14-16,Male,Māori,1,,,,,,,,,,,Had Weapon and Believed,Yes,Cutting/stabbing weapon,"Communication
OC Spray
Empty Hand
",,,,,1,,,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,2,Forehead,Outdoor public area,Dry ground,Immediate but not sufficient,,,,,,,,,,,,,1,Assaultive,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,Active ResistantAssaultiveAssaultive,Assaultive,"1500, 4200",1,0,0,1,0,0,0,2
2018,Police CarPolice Car,,,,,1,,,,,Yes,31-40,Male,Māori,1,1,1,1,1,1,,,1,,,No Weapon,No,,"Communication
Empty Hand
",1,,,,,1,,1,Passive Resistant,Police Car,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Car,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,Yes,Face,Self,Subject,Spit blood/Saliva at Police,Passive ResistantAssaultive,Assaultive,"1500, 1600",2,0,0,0,0,0,0,2
2018,Street/Highway/MotorwayStreet/Highway/MotorwayOther,,1,,,,,,,1,Yes,21-30,Male,European,,,,1,,,,,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
Dog
",,,,,,,1,1,Passive Resistant,Street/Highway/Motorway,Nil,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Street/Highway/Motorway,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,Other,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2w - arrest warrant (other),1,Dog,"RArm-front
RArm-back",Bite (animal),Medical,Medical,,,,,,,,,,,,,,,,Passive ResistantActive ResistantActive Resistant,Active Resistant,"7100, A-W Traffic Offences",0,0,0,0,0,0,1,1
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,14-16,Male,Māori,1,1,1,,,,,,,,,No Weapon but Believed,No,,"Communication
Dog
",,,,,,,1,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Yes,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c - car/person acting suspiciously,1,Dog,RArm-front,Bite (animal),Medical,Medical,,,,,,,,,,,,,,,,Active ResistantAssaultive,Assaultive,4200,0,0,0,1,0,0,0,1
2018,Outdoor public areaOutdoor public areaOutdoor public area,,,1,,,,,,,Yes,31-40,Male,European,1,1,1,,,1,,,,,,No Weapon,No,,"Communication
Dog
OC Spray
",,,,,,,1,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Active Resistant,3,"LEyeBrow, REyeBrow, LEye, REye, LCheek, RCheek, Nose, Lips",Outdoor public area,"Good visibility
Wet ground
Static obstacles
Other",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,No,Outdoor public area,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2w - arrest warrant (other),0,,,,,,,,,,,,,,,,Yes,LHand-front,At Scene,Other,,Active ResistantActive ResistantActive Resistant,Active Resistant,"1700, 3500",1,0,1,0,0,0,0,2
